,Temperature,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6,G1,G2,G3,G4,G5,G6,H1,H2,H3,H4,H5,H6,I1,I2,I3,I4,I5,I6,J1,J2,J3,J4,J5,J6,K1,K2,K3,K4,K5,K6,L1,L2,L3,L4,L5,L6,M1,M2,M3,M4,M5,M6,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,P1,P2,P3,P4,P5,P6
,72.5,4399.66308196993,4637.71769826152,2010.3985580427,1995.84173120583,2013.36860687049,2004.96820508192,4290.25245436561,4567.20334814376,2000.78454554646,2003.491959262,2003.9768948003,2028.88108695905,3936.71548325022,3936.71548325022,2010.56363939318,2026.05523074172,2011.47361135593,2001.62581973855,3936.71548325022,4637.71769826152,2003.99095388853,2026.53658580944,2008.39148253854,1997.85233921035,4637.71769826152,2702.00311362202,2002.59253729056,2001.53873604518,2003.53206462906,1988.74177095541,4567.20334814376,2459.59499345805,1992.13788310457,1996.28034758489,1988.40655590857,1997.25205432539,3936.71548325022,4637.71769826152,1996.64442067601,2010.92680396976,1998.21186746436,3533.77370398649,2967.5769649311,3936.71548325022,1998.95520327709,2008.28130052309,2001.48044989242,3216.87038516071,3936.71548325022,4637.71769826152,2003.6006678679,2014.40458922534,2012.24391985824,3372.57919126821,3936.71548325022,4567.20334814376,2010.35415081991,2005.97908327111,2002.90406811598,2154.36626631801,2619.73562039161,2032.36983701755,2021.09571111479,2011.12393267071,2008.31960722027,4235.15931487759,3631.56191392308,2025.53203234675,2027.78868932269,2007.63328031482,2019.60251026402,4141.70726801541,3635.72320144366,2051.19253011401,2040.68712317424,2029.16364485299,2026.90766265384,4764.69313548439,4285.02553235103,2039.1457882773,2030.41260923905,2033.07081553124,2035.12024265704,3946.37047526547,3936.71548325022,2054.22948581049,2035.96094131181,2041.28123501815,2047.28056392796,4698.36664294286,3936.71548325022,2066.45342050113,2039.45154606241,2042.17592889067,2058.24093051999,4802.44821657424
,73,4353.36362111612,4586.2257336397,2010.03471782925,1995.35442531878,2013.2018075644,2004.96856572107,4246.32681619136,4520.03474823947,2000.77524397075,2003.26179514808,2003.97222276716,2028.10500032223,3892.90337025799,3892.90337025799,2010.08654540999,2025.73568942434,2011.3587983203,2001.65450458968,3892.90337025799,4586.2257336397,2003.78075052371,2026.41753646075,2008.28479311759,1997.79498704273,4586.2257336397,2680.56590413023,2002.11334887066,2001.84391718856,2003.57973257763,1988.68906163895,4520.03474823947,2444.4634599793,1992.04886307104,1996.36622950127,1987.9820631014,1996.59961026284,3892.90337025799,4586.2257336397,1996.497294151,2010.95582965347,1998.22680882802,3487.49567400739,2939.72157901811,3892.90337025799,1998.96350205166,2008.41809119726,2001.23170606693,3167.96962561613,3892.90337025799,4586.2257336397,2003.53453221029,2014.62016404356,2012.13185142849,3323.81611064816,3892.90337025799,4520.03474823947,2010.40814839032,2005.80235129643,2002.67971616559,2148.21958129956,2601.68469076907,2032.16110132533,2020.7011639858,2010.74601773231,2008.2448678965,4189.94053325167,3573.43504091946,2025.29224275612,2027.90454191004,2007.66859993362,2019.29385979187,4094.99733586903,3594.3816945741,2050.99007748112,2040.52791078498,2028.92116985139,2026.46825537804,4714.36933709333,4237.58658928877,2039.00961788503,2029.96775355417,2032.70614719576,2035.03288998491,3865.17952410955,3892.90337025799,2054.22673374324,2035.74060767616,2041.16641261676,2047.06588466814,4641.90806941927,3892.90337025799,2066.36164342981,2039.45619997229,2041.83914483838,2057.36752407306,4750.82384363634
,73.5,4307.31364866727,4534.91254313625,2009.69184084064,1995.01927909798,2013.16030285605,2004.85483514598,4202.6298876708,4473.14749279656,2000.76358752773,2002.69040069515,2003.84490773659,2027.33186513812,3849.55791507518,3849.55791507518,2009.56110508174,2025.36612695812,2011.17885997041,2001.85251240295,3849.55791507518,4534.91254313625,2003.6113816123,2026.16727017463,2007.99163214374,1997.68572941274,4534.91254313625,2659.37575306646,2001.65420898242,2001.88450945919,2003.34283402118,1988.75085355385,4473.14749279656,2429.6189628019,1991.97245288921,1996.36703756188,1987.53094098281,1996.02217634625,3849.55791507518,4534.91254313625,1996.48100748512,2010.99525224004,1998.14531351963,3438.09103815697,2912.22130303747,3849.55791507518,1998.69271874301,2008.6614740868,2000.7944055888,3114.15370595532,3849.55791507518,4534.91254313625,2003.59496501737,2014.79489436022,2012.15474234421,3266.9465705917,3849.55791507518,4473.14749279656,2010.33782355828,2005.33728266979,2002.29279788469,2141.44969349606,2583.84052506556,2031.98045693709,2020.06812601002,2010.20053081222,2007.90140366557,4144.49284461226,3509.84865140593,2025.10209781569,2028.00222736757,2007.75641149145,2019.06065213863,4046.11030366639,3553.6123052184,2050.79900119754,2040.40715994815,2028.65882706056,2026.14684617399,4664.00400209823,4190.02012086849,2038.93696118777,2029.63565297171,2032.36600142345,2034.61432376027,3773.45529686905,3849.55791507518,2053.94646492277,2035.41520515456,2040.88241884398,2046.84222947407,4584.28383922349,3849.55791507518,2066.57694446039,2039.40642986629,2041.4218078925,2056.62344928467,4699.5834998129
,74,4261.78567739145,4483.7995122337,2009.52856257757,1994.7978849418,2013.08794329374,2004.63371065483,4159.0818649846,4426.55564505567,2000.68247422206,2002.22579237918,2003.64312806775,2026.7735832306,3806.65044700519,3806.65044700519,2009.16867261547,2025.04910027528,2011.03170762112,2002.00513080122,3806.65044700519,4483.7995122337,2003.22258532563,2025.76191674108,2007.6321394139,1997.57666877261,4483.7995122337,2638.52942486561,2001.45614567994,2001.87465062649,2003.2508370396,1989.04798436096,4426.55564505567,2415.04371218594,1991.48861241897,1996.22669727947,1987.21296536123,1995.54987513635,3806.65044700519,4483.7995122337,1996.26364995754,2010.67748437785,1997.8385639388,3384.73328373246,2885.14782048102,3806.65044700519,1998.4606292472,2008.91740429425,2000.19964479967,3054.12320609258,3806.65044700519,4483.7995122337,2003.68995952665,2014.82457576374,2012.0988728036,3200.47687845477,3806.65044700519,4426.55564505567,2010.20732115898,2004.91617009037,2001.79421948184,2133.87659424022,2566.53438838809,2031.99188735372,2019.37087015944,2009.71448718719,2007.78515649687,4099.47281056208,3440.28138678544,2024.67693004745,2028.03625350722,2007.78892412621,2018.64661512464,3994.32695691559,3513.24109795126,2050.32105431352,2040.38383139631,2028.2568152193,2025.89014216008,4613.6469280894,4141.86870625338,2038.64363902573,2029.2872591185,2031.98324123869,2034.127772222,3668.97088908142,3806.65044700519,2053.30227166614,2035.05094186715,2040.36836854651,2046.5593960673,4525.69446305032,3806.65044700519,2066.71490574105,2039.25851116415,2041.18504376966,2055.98452964378,4648.54865065873
,74.5,4216.62282480696,4432.87541110299,2009.72989186677,1994.67386142237,2012.91729133589,2004.36043009834,4115.92220983992,4380.15596631126,2000.52782000529,2001.87110720918,2003.35971646496,2026.07942719021,3764.41289818813,3764.41289818813,2009.08918272484,2024.916408476,2010.91300331167,2002.07811099992,3764.41289818813,4432.87541110299,2002.83078059781,2025.30838360127,2007.42604387008,1997.31762209292,4432.87541110299,2618.08454396047,2001.44956707215,2001.61836972561,2002.9606012172,1989.16707889351,4380.15596631126,2400.57387196757,1991.22713007109,1996.24379210139,1986.91713140768,1995.11030133117,3764.41289818813,4432.87541110299,1996.18728776026,2010.41301936755,1997.39659624987,3327.65256537551,2858.63509793636,3764.41289818813,1998.33983664049,2009.12297851719,1999.75100205126,2986.05565500573,3764.41289818813,4432.87541110299,2003.57471111887,2014.69587657684,2011.86586312914,3123.83729257797,3764.41289818813,4380.15596631126,2009.8127217973,2004.46309787957,2001.41863981949,2125.39116489026,2549.50425275482,2032.15119629157,2018.75630886356,2009.1408707896,2007.62119385955,4054.74974956498,3365.14895539166,2024.50297774762,2027.97929077121,2007.82368895905,2018.17306127449,3939.41889138301,3473.27951513295,2050.03603042482,2040.50825242555,2028.05557880512,2025.47407118576,4563.20384482227,4093.09205668236,2038.54808510819,2028.86498942725,2031.75048995182,2033.62126992012,3550.38130788669,3764.41289818813,2053.00188296534,2034.77224378947,2039.7194400323,2046.30364439785,4467.09412453944,3764.41289818813,2066.98146145847,2039.01287884081,2040.84664423062,2055.52389646414,4597.93316219122
,75,4171.85933306266,4382.25614081974,2009.88616838409,1994.50093354237,2012.80006483612,2004.2271456949,4072.94343602372,4334.13801135965,2000.27447696398,2001.63177738519,2003.00642678973,2025.68329252224,3722.62604577498,3722.62604577498,2009.10314358081,2025.19355199344,2010.86766685875,2002.28823373278,3722.62604577498,4382.25614081974,2002.72652728252,2024.93900027046,2007.15596076882,1997.02251448005,4382.25614081974,2598.02541516886,2001.45114510251,2001.15613805668,2002.62732723125,1989.30703952429,4334.13801135965,2386.26083598949,1990.95939086839,1996.23936368531,1986.91163347373,1994.95136859097,3722.62604577498,4382.25614081974,1996.09838343593,2010.17499152575,1996.86609246542,3266.88723874795,2832.56462576111,3722.62604577498,1998.20348607099,2009.11337097373,1999.38752951251,2908.59726091423,3722.62604577498,4382.25614081974,2003.23178170853,2014.8120477663,2011.55040589285,3036.80031842861,3722.62604577498,4334.13801135965,2009.46877843983,2004.11586426508,2001.08944482966,2115.68174823779,2532.6772845668,2032.35131788651,2018.47016221004,2008.70514509051,2007.73978557818,4010.06808732127,3286.17674189139,2024.48172729298,2027.8060525295,2007.69624375383,2017.84475915116,3880.68917413176,3433.96943337546,2049.81508012318,2040.78228941875,2027.81074459152,2025.2307717196,4512.97235522246,4043.52338450662,2038.23618519769,2028.74297418063,2031.69524523205,2033.0850270294,3417.17486110427,3722.62604577498,2052.97899076228,2034.414257305,2039.23025016148,2045.9026325386,4408.25017176593,3722.62604577498,2067.25764887467,2038.75457140169,2040.56903825428,2055.24252442697,4547.55156284198
,75.5,4127.81602708225,4331.89609712488,2010.16063690603,1994.42824728469,2012.65339298419,2003.85990604494,4030.56451209741,4288.42559650745,2000.20722557257,2001.50369633481,2002.71888363486,2025.63225590916,3681.25998868243,3681.25998868243,2009.19602723853,2025.31703955061,2010.6231580235,2002.05820137462,3681.25998868243,4331.89609712488,2002.62764976155,2024.49327230196,2006.84193960403,1996.49374773822,4331.89609712488,2578.39885627582,2001.60033079232,2000.67456055678,2002.52832503695,1989.28992435297,4288.42559650745,2372.07643819107,1990.81163974963,1995.92104820419,1986.87877877262,1994.82002247205,3681.25998868243,4331.89609712488,1996.01587587511,2010.03357123952,1996.466418213,3202.75831347044,2806.84023282051,3681.25998868243,1997.94962262495,2009.02425609587,1998.92625559714,2822.15494771734,3681.25998868243,4331.89609712488,2002.71174999006,2014.61857394453,2011.3219872265,2939.85333413566,3681.25998868243,4288.42559650745,2009.05300553338,2003.85279496741,2000.90255974999,2104.70878622635,2516.33687119339,2032.40233215116,2018.26602552577,2008.63282193455,2007.63653497884,3965.73029424563,3206.29738157191,2024.3130778706,2027.49494949388,2007.69226420786,2017.44416334493,3816.85783534004,3395.20369697899,2049.41197403309,2040.95492957386,2027.56751325763,2025.13212542641,4463.23033834729,3992.78365410886,2037.82461400987,2028.74285430009,2031.41827361125,2032.58008998057,3270.70953051657,3681.25998868243,2052.78761742689,2034.16512419629,2038.90122137728,2045.57160815594,4350.01455928166,3681.25998868243,2067.03329762442,2038.44592487817,2040.29509595812,2054.89263313883,4497.17707682981
,76,4083.97214849982,4280.95711275527,2010.32376806767,1994.38627580105,2012.48435879101,2003.63748800315,3988.36176178911,4242.9049033989,2000.02355304101,2001.47730347686,2002.48037214109,2025.42280082104,3640.20583471908,3640.20583471908,2009.31870440207,2025.54004089919,2010.33143775172,2001.75747994166,3640.20583471908,4280.95711275527,2002.65655034243,2024.01601249809,2006.7171194432,1995.75049264917,4280.95711275527,2559.37393741631,2001.75001806409,2000.27394589269,2002.73966741987,1989.18167415063,4242.9049033989,2358.4664965981,1990.63086254591,1995.74305067393,1986.94817578067,1994.54260953077,3640.20583471908,4280.95711275527,1995.87806525988,2009.92832301784,1996.19802154678,3135.87929025202,2781.64603665648,3640.20583471908,1997.89747286724,2008.96158201855,1998.59756219323,2728.37862613074,3640.20583471908,4280.95711275527,2002.238605144,2014.50263255838,2011.1682000666,2834.65469862244,3640.20583471908,4242.9049033989,2008.62568148034,2003.77615964997,2000.72056092501,2092.93520019037,2500.58691777951,2032.59925188995,2018.40889235547,2008.94196970573,2007.7055480288,3921.974287001,3129.29218429162,2024.30319291862,2027.20084201288,2007.6290326942,2017.168332575,3745.97414893544,3357.06506818871,2049.02319089976,2041.12881618925,2027.2713065336,2025.09793918647,4413.96618024939,3941.20173827169,2037.42435768687,2028.85739361482,2031.13627327759,2032.25368333528,3114.2714987951,3640.20583471908,2052.62683476847,2033.92315138355,2038.77753155288,2045.30871773369,4293.48459821926,3640.20583471908,2066.60360736388,2038.19231574932,2040.10181905552,2054.50273678852,4447.15794269184
,76.5,4039.63257915219,4228.49817165543,2010.26555583088,1994.27097673729,2012.29612028875,2003.6216813862,3946.25218965935,4197.53714728159,1999.90218854347,2001.29144016046,2002.22707367754,2024.99502189786,3599.39258613585,3599.39258613585,2009.30505997022,2025.65727225803,2010.06205055197,2001.41765212396,3599.39258613585,4228.49817165543,2002.83683620229,2023.90296088315,2006.62905600061,1994.85419245204,4228.49817165543,2540.87892528143,2001.69218854787,2000.02961505406,2002.68011332175,1988.86338802919,4197.53714728159,2345.07456493511,1990.63644136902,1995.61894397206,1987.11812018582,1994.01945359357,3599.39258613585,4228.49817165543,1995.78583206683,2010.10175107626,1996.10450161763,3065.93825609483,2757.14516807486,3599.39258613585,1997.86543040588,2008.96197696556,1998.19507622768,2629.49907887353,3599.39258613585,4228.49817165543,2001.85057041999,2014.40922321756,2011.16596378361,2723.93210536766,3599.39258613585,4197.53714728159,2008.31308465825,2003.78657451693,2000.55377055215,2081.11272691121,2485.04963052806,2032.71689234661,2018.61258372544,2009.42662281633,2007.5097555804,3878.13045155922,3058.70775586778,2024.48910687482,2026.98614122136,2007.37672824901,2016.85131742746,3666.48588315404,3319.76203741356,2048.96894358985,2041.28113446892,2027.23969093158,2025.10654760929,4365.03121632626,3889.55131962775,2037.32707494637,2028.97704290443,2031.14697328245,2031.95122242279,2952.88533360991,3599.39258613585,2052.74924660844,2033.72901263677,2038.72907117009,2045.02149516059,4238.56565583496,3599.39258613585,2066.32996294576,2038.22454132219,2040.02963441208,2054.10474767097,4397.47989373531
,77,3994.53284990185,4174.54629738283,2009.76858098342,1994.23233913005,2012.08138020039,2003.60442631224,3903.11023890146,4152.41342106258,1999.97629710507,2001.13324064508,2002.05680552961,2024.85390060001,3558.70957636454,3558.70957636454,2009.07596704289,2025.69163160875,2009.87127032747,2001.13269189514,3558.70957636454,4174.54629738283,2002.98146928009,2023.78823640077,2006.5418041332,1994.12109143185,4174.54629738283,2522.78586036255,2001.49534669424,2000.02373140988,2002.60048673785,1988.56629796051,4152.41342106258,2332.15438278765,1990.51100691345,1995.40600136251,1987.36171924129,1993.60495679768,3558.70957636454,4174.54629738283,1995.62439868073,2010.35244055714,1996.02998070882,2992.23131501633,2732.93780067299,3558.70957636454,1997.76527085643,2008.78802115951,1997.68547235635,2530.03070841292,3558.70957636454,4174.54629738283,2001.64785927669,2014.46719959969,2011.3800698244,2611.85926608978,3558.70957636454,4152.41342106258,2008.18411874858,2003.94853434634,2000.62466367179,2070.12761842178,2469.74858128214,2032.70553101139,2018.90926822689,2009.87718322696,2007.21564610089,3834.49052913385,2996.7028226552,2024.50560273593,2026.9172826472,2007.08265281907,2016.59199502505,3576.42786364224,3283.29939883048,2048.82683128213,2041.15801914227,2027.08451630659,2025.33007719421,4316.4404370966,3837.78597308899,2036.9143858729,2029.19073444503,2031.10571623877,2031.49192045009,2793.13037731952,3558.70957636454,2052.69354778667,2033.61346076712,2038.82748475584,2044.76876779321,4185.09855080825,3558.70957636454,2066.13482353828,2038.35545345531,2040.04620603353,2053.73058464844,4348.2843562064
,77.5,3947.42399519036,4118.96827560584,2009.39775337474,1994.28014768683,2011.59156156189,2003.37631962683,3857.55055294254,4107.352982607,2000.13703332921,2001.00428698101,2001.92291846011,2024.51295298186,3518.17839572587,3518.17839572587,2008.75272211358,2025.32663748705,2009.56922392473,2000.8145002762,3518.17839572587,4118.96827560584,2002.76747564035,2023.62501076766,2006.44323330408,1993.68000278227,4118.96827560584,2505.10227295672,2001.36281745172,2000.27481236308,2002.4242371066,1988.24796588742,4107.352982607,2319.58888817229,1990.32757032538,1995.06338643807,1987.27505545962,1992.92656373048,3518.17839572587,4118.96827560584,1995.47946467693,2010.41907171234,1996.07152307423,2913.01508731764,2709.12482942524,3518.17839572587,1997.6405867813,2008.59887237329,1997.1384765122,2434.41383609877,3518.17839572587,4118.96827560584,2001.38743364339,2014.41541473902,2011.42118499405,2503.38329860938,3518.17839572587,4107.352982607,2007.99966230798,2004.08213937997,2000.61008986376,2060.92516307685,2454.74879509288,2032.57177969429,2018.93710879045,2010.20884732753,2006.67444186576,3791.22946674313,2943.98283133871,2024.50708933376,2026.99783346016,2006.79547428319,2016.30552665597,3474.66988401073,3247.31402156616,2048.69611687551,2040.97083315598,2027.01695833022,2025.62251579129,4268.09134738926,3786.49984054312,2036.85721110919,2029.3745950778,2031.0709357001,2030.99715421468,2642.61492358052,3518.17839572587,2052.58026232883,2033.73178377857,2038.78375012935,2044.73625079092,4133.20706451647,3518.17839572587,2065.82856093467,2038.41708694168,2040.11625642878,2053.30092626601,4299.57233708165
,78,3895.3432937814,4061.68599268535,2008.88188741941,1994.21340692112,2011.2424417777,2003.28023139807,3807.04233894801,4061.77456385578,1999.90137591148,2000.69007621646,2001.71443390806,2023.94920956043,3477.76807702709,3477.76807702709,2008.48183780298,2024.98050538212,2009.58367075862,2000.80635089312,3477.76807702709,4061.68599268535,2002.43395752404,2023.5922917703,2006.4417478173,1993.30170876398,4061.68599268535,2487.89613127542,2001.13644055131,2000.40095780204,2002.1392583548,1987.91439009469,4061.77456385578,2307.53765192996,1990.30894973278,1995.24790707924,1987.24799215089,1992.20783073455,3477.76807702709,4061.68599268535,1995.34352924381,2010.38174301511,1996.09473680184,2827.45075121313,2685.67370144833,3477.76807702709,1997.48088011792,2008.50690649167,1996.59326728052,2346.79297333176,3477.76807702709,4061.68599268535,2001.24620138745,2014.46149134131,2011.21594161275,2403.04264412392,3477.76807702709,4061.77456385578,2008.01322676848,2004.29393332736,2000.32351024806,2053.69556448846,2440.07020762153,2032.48229005139,2018.97872353103,2010.26972975436,2006.37996800009,3748.22579936623,2899.63041162777,2024.66898614349,2027.11301510955,2006.48574284231,2016.01302671737,3362.29699269305,3212.18108255474,2048.74412782462,2040.74448730615,2026.77259141136,2025.89133825827,4220.24965616128,3735.56286534036,2037.02737040143,2029.25562403191,2031.14740937818,2030.56104631366,2508.33675522484,3477.76807702709,2052.48855906494,2033.83242042566,2038.76016445604,2044.68687987956,4082.41755023672,3477.76807702709,2065.89599930851,2038.7064603771,2040.29338980269,2053.05634413399,4251.47155097359
,78.5,3834.15992259319,4004.82660548799,2008.35821014589,1994.23137974781,2010.8219301224,2003.14323634599,3747.41601649983,4015.30815123455,1999.84088055589,2000.53389532717,2001.50547628833,2023.54484521871,3436.98858018968,3436.98858018968,2008.32921709176,2024.50392193777,2009.75193930052,2000.82745559249,3436.98858018968,4004.82660548799,2001.87192668837,2023.78137073663,2006.37702244896,1993.00335710862,4004.82660548799,2470.58237161083,2000.81336598493,2000.6350454797,2001.64092703488,1987.74563345237,4015.30815123455,2295.45004278099,1990.32776130568,1995.25661930265,1987.09879769529,1991.47517806789,3436.98858018968,4004.82660548799,1995.17533038691,2010.2205444358,1995.8963805429,2735.78981288109,2662.49281478915,3436.98858018968,1997.28172310042,2008.32302844108,1996.08985857143,2270.37350802586,3436.98858018968,4004.82660548799,2001.07072425806,2014.37516311791,2010.9596598339,2314.84525659875,3436.98858018968,4015.30815123455,2008.12733374305,2004.51619843158,2000.14705413403,2048.37317042748,2425.38033749328,2032.13411198464,2018.77602223247,2010.00547075524,2006.13583971726,3705.31438242485,2861.93869079404,2024.52876939996,2027.2520921752,2006.10568507065,2015.44557043376,3242.89897365788,3177.4933771478,2049.0233335263,2040.49674100345,2026.70217394444,2025.92327249945,4172.54717074421,3684.01929354968,2037.02816673835,2028.97848942411,2031.28868976027,2029.97861932923,2395.24693035791,3436.98858018968,2052.46746946234,2033.71787490443,2038.61057161021,2044.55911098826,4032.10583748496,3436.98858018968,2065.91320303464,2038.99689098204,2040.51861190683,2052.65049879852,4203.4629158905
,79,3756.7844698399,3949.44015883104,2007.88233881118,1994.42294921022,2010.40890815813,2003.04174180909,3671.47716488759,3967.11872001698,1999.74610090721,2000.41886082404,2001.38470432275,2023.35365501234,3393.90768634292,3393.90768634292,2008.34311647655,2024.18007497308,2009.77051999343,2000.90600435973,3393.90768634292,3949.44015883104,2001.34888512858,2023.81350155989,2006.42835202799,1992.85272275018,3949.44015883104,2452.74991783763,2000.78244994908,2000.71269913304,2001.51158365308,1987.73499462766,3967.11872001698,2283.59307358474,1990.41306982766,1995.25339617998,1986.76014140255,1990.7363316661,3393.90768634292,3949.44015883104,1994.97515915923,2009.83976698115,1995.70353341013,2641.35504213081,2639.14430001313,3393.90768634292,1997.22678809972,2007.9941997064,1995.87078752395,2207.34876385861,3393.90768634292,3949.44015883104,2000.78018153353,2014.37445060426,2010.68142437367,2241.00215921822,3393.90768634292,3967.11872001698,2008.18152034006,2004.66226040045,1999.91737204951,2044.30746401712,2410.90761151644,2031.74138858144,2018.51699332357,2009.55517312562,2005.95296795182,3662.9743250807,2828.29394151681,2024.31588177762,2027.37081224821,2006.01617589064,2015.03706035693,3121.97013716978,3142.90814434115,2049.01583320037,2039.97006608056,2026.78772630655,2026.00529930644,4124.51746741879,3625.48342956297,2037.09425398434,2028.85316486539,2031.24013439597,2029.28976952573,2305.33469392963,3393.90768634292,2052.2708687526,2033.53655700738,2038.66528959139,2044.42518684805,3981.86927328122,3393.90768634292,2065.91589001166,2039.13496124984,2040.52812713671,2052.39509476986,4155.15110276688
,79.5,3653.95951678182,3895.06112830459,2007.85390276336,1994.28261163394,2010.07529402914,2002.84168474117,3570.93580094699,3916.51098270784,1999.57747949003,2000.32436158743,2001.17067638336,2022.88220090191,3339.01361144501,3339.01361144501,2008.48245954416,2023.92272593414,2009.69693845354,2001.02030877402,3339.01361144501,3895.06112830459,2000.91884879201,2023.72839445895,2006.46996961329,1992.56700502121,3895.06112830459,2432.97435655064,2000.81128082056,2000.58836198258,2001.52423808884,1987.54004643312,3916.51098270784,2271.89719571986,1990.50118361562,1995.30748156873,1986.34371663673,1989.79557967427,3339.01361144501,3895.06112830459,1994.84079767267,2009.30714889393,1995.58397437094,2548.13560784682,2615.04878627968,3339.01361144501,1997.23063676362,2007.88252247295,1995.83362930147,2157.19554941973,3339.01361144501,3895.06112830459,2000.47190515197,2014.15957616865,2010.43350246547,2181.89791124371,3339.01361144501,3916.51098270784,2008.03520343662,2004.53081828149,1999.42173126898,2041.03296445214,2396.39045163001,2031.46270419331,2018.21559827737,2009.2477944332,2005.87497561516,3620.45189907171,2793.79199773966,2024.29330915199,2027.35612641579,2006.06518238975,2014.62989391831,3005.79213683082,3108.57941206964,2048.83920233172,2039.69506654488,2026.92749024791,2025.88003133735,4075.95003834696,3551.18842833573,2037.42269127867,2028.57119266785,2031.21059865669,2028.83197629214,2238.21654747855,3339.01361144501,2051.99114892429,2033.34094887719,2038.57918800205,2044.42594004448,3930.81073803819,3339.01361144501,2065.83329143657,2039.08592960545,2040.3523971659,2052.09502480886,4105.57758609594
